"Modulo","Id/DevAddr","Pac/DevEUI","Nro Série","IEF","IEF 3 dias","IEF 7 dias","Qtd dias sem transmissao","Qtd dias consecutivos sem transmissao","Matrícula","Latitude","Longitude","Status"
"3377024339","c9494d53","0080E1150044DE6B","S22C005440II","0.0","0.0","0.0","30","30","4000824816","-23.1649","-45.836","0"
"658853870","27454fee","0080E11500257D33","S22C002842II","0.772396","0.0","0.0","0","0","4000824570","-23.1658","-45.8369","2"
"2434875445","91214035","0080E11500546FA6","S22C003446II","0.800521","0.0","0.0","0","0","4000824773","-23.1648","-45.8362","2"
"1811434809","6bf84d39","0080e115004f9103","S22C007156DA","0.0","0.0","0.0","30","30","4000824774","-23.1649","-45.8364","0"
"1268271848","4b984ae8","0080E11500546BB2","S22C004763II","0.646875","0.0","0.0","3","3","4000824817","-23.165","-45.8361","1"
"4179642639","f920490f","0080E11500256909","S22C003497II","0.0","0.0","0.0","30","30","4000824611","-23.1653","-45.8366","0"
"930498244","377646c4","0080e11500257140","S22C005867DA","0.435405","0.0","0.0","16","9","4000824290","-23.1663","-45.8363","1"
"2501984891","9521427b","0080e1150511ca6e","S22C005707DA","0.707986","0.0","0.0","1","1","4000824652","-23.1675919","-45.8342716","1"
"1209484607","4817453f","0080e115005016b4","S22C007168DA","0.764063","0.0","0.0","0","0","4000824292","-23.1663","-45.8362","2"
"427248032","197749a0","0080e11500505819","S22C009598DA","0.346139","0.0","0.0","19","9","4000824819","-23.1675919","-45.8342716","1"
"1177567316","46304054","0080E11500546A83","S22C007039II","0.0","0.0","0.0","30","30","4000824820","-23.1647","-45.836","0"
"4015015685","ef504705","0080E11505096254","S22C004329II","0.766146","0.0","0.0","0","0","4000824654","-23.1652","-45.8369","2"
"3489809211","d002433b","0080e115005980fb","S22C009614DA","0.239925","0.0","0.0","22","9","4000824413","-23.1663","-45.8367","1"
"118181826","070b4fc2","0080e11500217c2b","S22C009656DA","0.64809","0.0","0.0","4","3","4000824777","-23.165","-45.8362","1"
"758727665","2d3943f1","0080E1150044DABB","S22C007079II","0.732813","0.0","0.0","0","0","4000824901","-23.1657","-45.8356","2"
"1392266163","52fc4bb3","0080e11500599d86","S22C006189DA","0.758333","0.0","0.0","0","0","4000824695","-23.1649","-45.8365","2"
"2674085210","9f634d5a","0080E1150044E8E3","S22C005762II","0.732813","0.0","0.0","0","0","4000824821","-23.1648","-45.8362","2"
"1347112053","504b4c75","0080E1150044EF30","S22C007002II","0.775","0.0","0.0","0","0","4000824495","-23.1657","-45.8367","2"
"3565702684","d4884e1c","0080E11500254A37","S22C003466II","0.798437","0.0","0.0","0","0","4000824454","-23.1658","-45.8362","2"
"2437432927","9148465f","0080E1150044ECC1","S22C002960II","0.0","0.0","0.0","30","30","4000824334","-23.1665","-45.8366","0"
"2342142176","8b9a40e0","0080e11500598eb4","S22C009706DA","0.733507","0.0","0.0","1","1","4000824294","-23.1663","-45.8362","1"
"814567040","308d4e80","0080E1150025646F","S22C007114II","0.776042","0.0","0.0","0","0","4000824737","-23.1652","-45.8369","2"
"1593920012","5f014a0c","0080e11500256b32","S22C005761DA","0.766146","0.0","0.0","0","0","4000824375","-23.1659","-45.8364","2"
"2551598913","98164f41","0080E1150044F0A7","S22C005723II","0.789062","0.0","0.0","0","0","4000824822","-23.1647","-45.8361","2"
"2555727235","98554d83","0080E1150044E8A6","S22C006953II","0.745313","0.0","0.0","0","0","4000824455","-23.1648","-45.8362","2"
"2762755358","a4ac4d1e","0080e1150518ba50","S22C009989DA","0.732465","0.0","0.0","1","1","4000824656","-23.1653","-45.8372","1"
"2157005596","80914b1c","0080E11500256147","S22C007101II","0.775521","0.0","0.0","0","0","4000824336","-23.1665","-45.8364","2"
"2636924607","9d2c46bf","0080E1150044E8F9","S22C005794II","0.748611","0.0","0.0","1","1","4000824296","-23.1662","-45.836","1"
"4071901719","f2b44a17","0080E1150044F576","S22C006290II","0.8","0.0","0.0","0","0","4000824497","-23.166","-45.8366","2"
"2561231887","98a94c0f","0080e1150511defc","S22C009624DA","0.279096","0.0","0.0","21","9","4000824781","-23.1648","-45.8362","1"
"639387806","261c489e","0080E1150044F480","S22C005790II","0.776042","0.0","0.0","0","0","4000824698","-23.165","-45.8368","2"
"4181411095","f93b4517","0080E1150025A135","S22C007107II","0.0","0.0","0.0","30","30","4000824618","-23.1675919","-45.8342716","0"
"3618260989","d7aa47fd","0080E1150025587F","S22C002755II","0.75625","0.0","0.0","0","0","4000824498","-23.1657","-45.8369","2"
"756893768","2d1d4848","0080e115005043b6","S22C005670DA","0.76875","0.0","0.0","0","0","4000824824","-23.1649","-45.8359","2"
"619594389","24ee4295","0080e11500216382","S22C005674LA","0.39096","0.0","0.0","18","9","4000824864","-23.1653","-45.8362","1"
"542066920","204f48e8","0080E1150044F540","S22C002560II","0.773958","0.0","0.0","0","0","4000824458","-23.1659","-45.8362","2"
"2913813220","adad42e4","0080E1150044D25F","S22C005525II","0.785417","0.0","0.0","0","0","4000824418","-23.1653","-45.8363","2"
"3424340246","cc1b4916","0080E11500546529","S22C002720II","0.0","0.0","0.0","30","30","4000824619","-23.1652","-45.8364","0"
"3172089870","bd12400e","0080E1150044E87F","S22C006845II","0.67691","0.0","0.0","2","2","4000824825","-23.165","-45.8361","1"
"172182555","0a434c1b","0080E1150044EFA0","S22C007137II","0.682118","0.0","0.0","2","1","4000824905","-23.1655","-45.8357","1"
"1317227419","4e834b9b","0080e11505131bc8","S22C004581LA","0.732465","0.0","0.0","1","1","4000824338","-23.1665","-45.8366","1"
"1067730072","3fa44498","0080e11500218583","S22C004604EA","0.728819","0.0","0.0","1","1","4000824459","-23.1656","-45.8365","1"
"1046628560","3e6248d0","0080e1150055c32f","S22C006030DA","0.767187","0.0","0.0","0","0","4000824866","-23.1654","-45.8359","2"
"635652774","25e34aa6","0080E115002576C8","S22C005885II","0.0","0.0","0.0","30","30","4000824660","-23.1675919","-45.8342716","0"
"949044339","38914473","0080E1150044E1F0","S22C006968II","0.769965","0.0","0.0","1","1","4000824826","-23.1649","-45.8359","1"
"572475914","221f4a0a","0080E11505095E21","S22C006298II","0.710069","0.0","0.0","1","1","4000824500","-23.1658","-45.8369","1"
"2818197142","a7fa4696","0080E11500254BBA","S22C003354II","0.773958","0.0","0.0","0","0","4000824580","-23.1657","-45.8369","2"
"2142522866","7fb44df2","0080e11500546982","S22C009941DA","0.683681","0.0","0.0","2","1","4000824741","-23.1653","-45.8372","1"
"4079371439","f32644af","0080e1150053d969","S22C007697LA","0.751562","0.0","0.0","0","0","4000824339","-23.1663","-45.8367","2"
"1112950037","42564515","0080E1150508EB6A","S22C007001II","0.795313","0.0","0.0","0","0","4000824460","-23.1659","-45.8363","2"
"2089700092","7c8e4afc","0080E1150508FA60","S22C007067II","0.721007","0.0","0.0","1","1","4000824300","-23.1664","-45.8362","1"
"1162953540","45514344","0080E115005462AE","S22C002681II","0.708507","0.0","0.0","1","1","4000824784","-23.1649","-45.8365","1"
"2071545180","7b79455c","0080E115050967FD","S22C004326II","0.71684","0.0","0.0","1","1","4000824827","-23.165","-45.8361","1"
"1124026625","42ff4901","0080E1150044D44F","S22C007061II","0.705903","0.0","0.0","1","1","4000824907","-23.1654","-45.8358","1"
"3537522402","d2da4ee2","0080e11500216a3b","S22C009682DA","0.766667","0.0","0.0","0","0","4000824742","-23.1652","-45.8372","2"
"613367970","248f40a2","0080e1150044d8c5","S22C005848DA","0.713194","0.0","0.0","1","1","4000824461","-23.1656","-45.8362","1"
"947210046","3875473e","0080E1150044D454","S22C006949II","0.772917","0.0","0.0","0","0","4000824381","-23.166","-45.8361","2"
"2813741498","a7b649ba","0080E11500255331","S22C005989II","0.739757","0.0","0.0","1","1","4000824743","-23.1652","-45.837","1"
"3830991015","e45848a7","0080E1150044E742","S22C005812II","0.805208","0.0","0.0","0","0","4000824785","-23.1649","-45.8364","2"
"2822062525","a83541bd","0080E1150054646B","S22C002902II","0.756424","0.0","0.0","1","1","4000824582","-23.1657","-45.8367","1"
"2180793854","81fc45fe","0080E1150044EB28","S22C005948II","0.742708","0.0","0.0","0","0","4000824662","-23.1653","-45.8371","2"
"637814140","2604457c","0080E11505096B3A","S22C004309II","0.786458","0.0","0.0","0","0","4000824828","-23.1647","-45.8361","2"
"3980808088","ed464f98","0080E11500546D08","S22C002667II","0.766146","0.0","0.0","0","0","4000824342","-23.1666","-45.8364","2"
"4265429974","fe3d4bd6","0080E1150044EDD6","S22C005334II","0.641146","0.0","0.0","3","3","4000824829","-23.1648","-45.8362","1"
"1421624704","54bc4580","0080e1150053c9ae","S22C008427LA","0.731424","0.0","0.0","1","1","4000824462","-23.1658","-45.8362","1"
"1553679755","5c9b458b","0080e11500546c3e","S22C006971DA","0.318267","0.0","0.0","20","9","4000824744","-23.166","-45.8367","1"
"1747799767","682d4ed7","0080E1150054724E","S22C003369II","0.7875","0.0","0.0","0","0","4000824584","-23.1656","-45.8367","2"
"1818578152","6c654ce8","0080E11505092285","S22C004488II","0.685243","0.0","0.0","2","2","4000824704","-23.165","-45.8365","1"
"1437223636","55aa4ad4","0080e1150059a616","S22C006175DA","0.681597","0.0","0.0","2","2","4000824745","-23.1652","-45.8372","1"
"3001502411","b2e74acb","0080e115004fa940","S22C005166EA","0.766667","0.0","0.0","0","0","4000824871","-23.1653","-45.8362","2"
"266882762","0fe84eca","0080E1150044E878","S22C006881II","0.775","0.0","0.0","0","0","4000824464","-23.1659","-45.8364","2"
"2014791251","78174653","0080E1150044E7EC","S22C005792II","0.738715","0.0","0.0","1","1","4000824665","-23.1652","-45.8369","1"
"2724283359","a26143df","0080e11500545ffc","S22C009641DA","0.766667","0.0","0.0","0","0","4000824384","-23.1658","-45.8362","2"
"0","","","","0.0","0.0","0.0","30","30","4000824424","-23.166","-45.8366","0"
"4177348152","f8fd4638","0080E1150053AEB4","S22C003456II","0.719965","0.0","0.0","1","1","4000824506","-23.1675919","-45.8342716","1"
"2107656850","7da04a92","0080E1150044EE90","S22C006892II","0.769271","0.0","0.0","0","0","4000824345","-23.1663","-45.8367","2"
