Latitude,Longitude
-23.00486979099998,-46.70153854599994
-23.00929368199996,-46.69614992999993
-23.00960232499995,-46.69478713499997
-23.01058311699995,-46.69206237699996
-23.01076173599995,-46.69081078499994
-23.00988901199997,-46.68431297099994
-23.00923901099998,-46.67912025399993
-23.00464209899997,-46.67573547799997
-23.00029624399997,-46.67322718999998
-22.99880905099997,-46.67006720599994
-22.99945207199994,-46.66870078599994
-22.99873491599993,-46.66595029699994
-22.99867013299995,-46.66329278599994
-22.99709439699996,-46.66217585299995
-22.99769935899997,-46.65704467199998
-23.00463104099998,-46.65158974399998
-23.00934111099997,-46.64856249499995
-23.01094224199994,-46.64586999499993
-23.01124084199995,-46.64097382299998
-23.01467782399993,-46.63823083099993
-23.01753201399998,-46.63633057099997
-23.01793342699995,-46.63509781599998
-23.01319538099995,-46.63140052399996
-23.01150538999997,-46.63014749299998
-23.00762372499997,-46.62764418199998
-23.00589091199993,-46.62178814699996
-23.00581818499995,-46.62065342899996
-23.00674519099994,-46.62084119599996
-23.01277790799998,-46.62019916399997
-23.01556546699993,-46.61883060999997
-23.01615845499998,-46.61123418699997
-23.01571656199997,-46.60764340099996
-23.01729078299996,-46.60533175499995
-23.01753444899998,-46.60014509699994
-23.01757109999994,-46.59781254899997
-23.01931389599997,-46.59592950699994
-23.01980974299994,-46.59370977199995
-23.01942753399993,-46.59070426599993
-23.01891250399996,-46.58739892899996
-23.01720478699997,-46.58617151899995
-23.01749950899995,-46.58514343899998
-23.01896697299998,-46.58336484599994
-23.01878539099994,-46.58248503799996
-23.02028674199994,-46.58033730999995
-23.01721536399998,-46.57884146599997
-23.01668869799994,-46.578179225
-23.02235036799993,-46.57733839899998
-23.02396286199996,-46.57608870699994
-23.02465871099997,-46.57473172499994
-23.02709010699994,-46.57019368499994
-23.03202962399996,-46.56767117599998
-23.03415989599995,-46.56808811299992
-23.03883827899995,-46.56739892399997
-23.04189436099995,-46.56509613399993
-23.04559301899997,-46.56353696499997
-23.04569966599996,-46.55675649499995
-23.03631609899998,-46.55211816099995
-23.03330745099994,-46.54962237099994
-23.03295362399996,-46.54550708799997
-23.03255644099994,-46.54216146099998
-23.03090976499993,-46.53664374399996
-23.02590783099993,-46.53516516899998
-23.02560258299997,-46.53051378699995
-23.02728647299995,-46.52787156699997
-23.03004874099997,-46.52717405399994
-23.03249706599996,-46.52597850399997
-23.03346510899996,-46.52338989999997
-23.03222876899997,-46.52126544699996
-23.02974044499996,-46.51953464599995
-23.02827767699995,-46.50789415099996
-23.02715607799996,-46.50395523099996
-23.02559631199995,-46.50000377899994
-23.02692828699998,-46.49706194299994
-23.02678079299994,-46.49637157399998
-23.02986383899997,-46.49350993899998
-23.02864112999998,-46.49150413099994
-23.03027973399998,-46.48900887999996
-23.02946198499996,-46.48786746199994
-23.02816779899996,-46.48367880099994
-23.02797008599998,-46.48108828799997
-23.02926788599996,-46.47877828699995
-23.03239286799993,-46.47322634299996
-23.03902204799994,-46.47151185099995
-23.04262291999993,-46.46623234599997
-23.04983269599995,-46.46450210199998
-23.05089602499993,-46.46003592199997
-23.05091161899998,-46.45878540999997
-23.04984715199993,-46.45989402799994
-23.04908388599995,-46.45889491199994
-23.04494274099994,-46.45534572299994
-23.04396413999996,-46.45156127999996
-23.04138993799994,-46.44795805399997
-23.03039580799998,-46.44628659699998
-23.02917667499997,-46.44141852699993
-23.03001192799996,-46.43519780199995
-23.03250088199997,-46.43440076799993
-23.03390338099996,-46.43137579599994
-23.03791258499997,-46.43062382799997
-23.03840402599997,-46.43059534199995
-23.03846904899996,-46.43044066699996
-23.03872920099997,-46.43024025099993
-23.03908143499996,-46.43007412999999
-23.03937410799995,-46.43000062399994
-23.03958501599993,-46.43000161199996
-23.03970793099995,-46.43002643199998
-23.03984788399998,-46.43009211799994
-23.03999828199994,-46.43022918699995
-23.04027197799996,-46.43041917799998
-23.04059375199995,-46.43052082499997
-23.04083000299994,-46.43059332199995
-23.04106119399995,-46.43063172999996
-23.04131560499997,-46.43061678299995
-23.04156374899998,-46.43053567499993
-23.04198879599994,-46.43051218199997
-23.04222282899997,-46.43053179699997
-23.04243398799997,-46.43061290199995
-23.04267520199994,-46.43074802699995
-23.04298575399997,-46.43083859699993
-23.04329155199997,-46.43094601499996
-23.04354868999997,-46.43107915599996
-23.04377336599998,-46.43126480299998
-23.04398950899997,-46.43140659299996
-23.04418187899995,-46.43153071499995
-23.04437428899996,-46.43162894399994
-23.04458311899998,-46.43165644899995
-23.04471201999996,-46.43163246599993
-23.04487035899996,-46.43159180299995
-23.04516118399994,-46.43160280099994
-23.04537080399996,-46.43166695999997
-23.04566067999997,-46.43172218399997
-23.04592641699998,-46.43184621399996
-23.04610266699996,-46.43201405499998
-23.04630290399996,-46.43216408199999
-23.04646275599998,-46.43229740999993
-23.04668752399994,-46.43236914099997
-23.04687237499996,-46.43237145199998
-23.04706184799994,-46.43235610399994
-23.04727168399995,-46.43242017199998
-23.04754539799995,-46.43252668499997
-23.04771386699997,-46.43264167999996
-23.04786607399996,-46.43267876299996
-23.04806742399995,-46.43264594499994
-23.04826938499997,-46.43255275999997
-23.04852833899997,-46.43252021599994
-23.04874648199996,-46.43250486799997
-23.04895634199994,-46.43252388399998
-23.04909335199994,-46.43265017899995
-23.04946159399998,-46.43271354899998
-23.04967877199994,-46.43279397999999
-23.04985551099998,-46.43284869699993
-23.05007283899994,-46.43285065899994
-23.05025832199993,-46.43278332499995
-23.05050903299997,-46.43268122099994
-23.05073581599992,-46.43256138899994
-23.05097894599993,-46.43252018899993
-23.05119707299997,-46.43254820899995
-23.05137438199995,-46.43267184599996
-23.05151034799997,-46.43287399599996
-23.05165375499996,-46.43300701499992
-23.05176373099994,-46.43321833299996
-23.05193122499998,-46.43339425599999
-23.05206674099998,-46.43350067899996
-23.05221902499994,-46.43354608699997
-23.05239617599995,-46.43358410099995
-23.05267806299997,-46.43363104599996
-23.05300041699996,-46.43366906199998
-23.05328239899995,-46.43370756399997
-23.05363698599996,-46.43374688099992
-23.05401269399994,-46.43377509099997
-23.05419803399997,-46.43385612499998
-23.05443121299993,-46.43391065799995
-23.05464053299994,-46.43396586399996
-23.05490617399994,-46.43407434999995
-23.05526021999998,-46.43419131799993
-23.05559793199996,-46.43429903599998
-23.05587937699994,-46.43440631699997
-23.05611222199998,-46.43444285799994
-23.05628132499993,-46.43445331599997
-23.05643944699995,-46.43434359899993
-23.05677931199995,-46.43418128599994
-23.05711955999993,-46.43412285499995
-23.05736213299997,-46.43405586399996
-23.05764513999998,-46.43408467999996
-23.05789488299996,-46.43413980399998
-23.05815249199998,-46.43421316999996
-23.05849076599998,-46.43424959699996
-23.05877763499996,-46.43422558999998
-23.05897963399998,-46.43416604899994
-23.05911735799998,-46.43404470799993
-23.05919900599998,-46.43387974499996
-23.05928929699996,-46.43369782899998
-23.05942813099995,-46.43355145499999
-23.05961495999998,-46.43338871799995
-23.05989876499996,-46.43326075499994
-23.06018225299994,-46.43314216299996
-23.06051404699997,-46.43304849799995
-23.06080345099997,-46.43286992699996
-23.06124889499995,-46.43275140099996
-23.06159677799997,-46.43264243599997
-23.06202540499993,-46.43254223299994
-23.06246179499993,-46.43245873699993
-23.06280945499998,-46.43232190899994
-23.06318775899996,-46.43218496099996
-23.06345523799996,-46.43210818899995
-23.06362527399995,-46.43204079899995
-23.06385176599997,-46.43200860099995
-23.06411026199993,-46.43192459099998
-23.06440951299993,-46.43183963299998
-23.06463616399998,-46.43173712399994
-23.06485484599995,-46.43164392899996
-23.06511389499997,-46.43162031699995
-23.06535605699997,-46.43162340899995
-23.06556348999993,-46.43165168699995
-23.06576489599996,-46.43173306699998
-23.06603041999995,-46.43184887199993
-23.06625525099997,-46.43194838199997
-23.06659309899995,-46.43206487999998
-23.06686633599998,-46.43219951799995
-23.06722014599995,-46.43233442799993
-23.06758992399995,-46.43249519799998
-23.06793239699994,-46.43259363599998
-23.06814932799995,-46.43263920999993
-23.06833441499998,-46.43264364999992
-23.06875388499998,-46.43264800499999
-23.06916532299994,-46.43266020299995
-23.06948782399996,-46.43269009699998
-23.06985864999996,-46.43274490999994
-23.07008412799996,-46.43285259199996
-23.07036364799995,-46.43291669999996
-23.07063736099997,-46.43294534099994
-23.07086298199994,-46.43300785999999
-23.07101566299997,-46.43310606199998
-23.07120029699996,-46.43314303299996
-23.07140965699995,-46.43310214699994
-23.07166019799996,-46.43299980699993
-23.07189504099995,-46.43288845199999
-23.07208155299998,-46.43276743499996
-23.07221179999993,-46.43267284499996
-23.07234173699994,-46.43263051399998
-23.07246314199995,-46.43263256299997
-23.07265665699997,-46.43268793599997
-23.07279911299997,-46.43292627899996
-23.07306311599997,-46.43322666799997
-23.07339120099994,-46.43351894799997
-23.07379992899996,-46.43374120599998
-23.07417706399997,-46.43387527499993
-23.07446630199995,-46.43395645999993
-23.07473180099993,-46.43403023399998
-23.07503477699993,-46.43414027699999
-23.07553392799997,-46.43425848099998
-23.07597655799998,-46.43437703599993
-23.07645949399995,-46.43444240799994
-23.07685419099994,-46.43452469899995
-23.07720431399997,-46.43458838799995
-23.07743774399995,-46.43469480699996
-23.07761414899994,-46.43489833499996
-23.07785434099998,-46.43518194999996
-23.07826323899997,-46.43546426399996
-23.07855906499998,-46.43574667599995
-23.07884704699995,-46.43603126799997
-23.07915404599993,-46.43616457799993
-23.07937077499997,-46.43626265299997
-23.07957144999995,-46.43632643199992
-23.07981291099998,-46.43640714499998
-23.08001386199993,-46.43654800599995
-23.08013360099994,-46.43684600399996
-23.08024385299996,-46.43723120399995
-23.08035323899998,-46.43749618499993
-23.08046029599996,-46.43771656299998
-23.08066800699993,-46.43786689599995
-23.08085213799995,-46.43809871799994
-23.08130989099993,-46.43834913999996
-23.08186422899996,-46.43886212799998
-23.08267218999998,-46.43955970799993
-23.08361883099997,-46.43969212599995
-23.08376048599996,-46.43983107099995
-23.08389262199995,-46.43999041399996
-23.08400560499996,-46.44019156699994
-23.08417527099994,-46.44031701499996
-23.08433298399996,-46.44038775599995
-23.08452290099996,-46.44040362099997
-23.08471973599995,-46.44039908899998
-23.08493579399993,-46.44038802699998
-23.08518996199996,-46.44038373099994
-23.08543781799995,-46.44046262599994
-23.08574209799997,-46.44055265099996
-23.08596254499997,-46.44069942399994
-23.08626969799997,-46.44078713799996
-23.08649496799995,-46.44089800199998
-23.08675676899998,-46.44102055199994
-23.08704474999996,-46.44114864199997
-23.08732219799998,-46.44129470299998
-23.08760806299995,-46.44137665499994
-23.08782278399997,-46.44142382699993
-23.08798004599993,-46.44149401299995
-23.08816338399993,-46.44156969899996
-23.08832038499997,-46.44162794099998
-23.08844600699996,-46.44171442499993
-23.08855558999994,-46.44182976699994
-23.08870697699996,-46.44189413599998
-23.08887465799995,-46.44195737799998
-23.08901865299998,-46.44210235299994
-23.08920239999998,-46.44228509699996
-23.08935046099998,-46.44252516799998
-23.08950686299994,-46.44270802399996
-23.08967262799996,-46.44286293199997
-23.08989148199993,-46.44297040399994
-23.09012838099994,-46.44305268499994
-23.09031819099994,-46.44311782599993
-23.09043041599995,-46.44321810099996
-23.09056107199996,-46.44337211099997
-23.09073893599998,-46.44350426099993
-23.09086399999995,-46.44364817999996
-23.09099425699998,-46.44375683399994
-23.09110344499993,-46.44382754499998
-23.09118869199995,-46.44387202299998
-23.09126892499996,-46.44389360399997
-23.09138687199993,-46.44391557799997
-23.09153442899998,-46.44394131899998
-23.09167869599997,-46.44397467099998
-23.09180192999997,-46.44401016299997
-23.09186337599994,-46.44411584899996
-23.09195913899998,-46.44420658399997
-23.09200933599993,-46.44426776499995
-23.09202493699996,-46.44442790499994
-23.09204768999996,-46.44451569099994
-23.09210323699995,-46.44458344599997
-23.09218587199996,-46.44467338299995
-23.09226226699997,-46.44475837899995
-23.09229464299995,-46.44483777999994
-23.09228913899994,-46.44493976899998
-23.09224086199998,-46.44502606699997
-23.09215952599993,-46.44508886699998
-23.09204289699994,-46.44512112199993
-23.09193603199998,-46.44513740399998
-23.09174322899997,-46.44514913399996
-23.09164370499997,-46.44517662999993
-23.09157707299994,-46.44522991399998
-23.09152924099993,-46.44528856299996
-23.09150025499997,-46.44540382599996
-23.09148738699997,-46.44557292899998
-23.09148113199996,-46.44571859199993
-23.09146418299997,-46.44579512199994
-23.09142562099993,-46.44586613299999
-23.09135626099993,-46.44597254899999
-23.09123923299995,-46.44608193799996
-23.09116243799997,-46.44618158599998
-23.09113074699997,-46.44629165899994
-23.09111790199995,-46.44643024099998
-23.09113314999996,-46.44662815699996
-23.09118110299994,-46.44684677499998
-23.09125018499998,-46.44720113199998
-23.09136650599993,-46.44739401199996
-23.09142866899998,-46.44761001099994
-23.09148829099996,-46.44782837599996
-23.09153125399996,-46.44798529499997
-23.09158193499997,-46.44809628299998
-23.09165442699998,-46.44817921599997
-23.09174126999994,-46.44824961099993
-23.09184954699998,-46.44830769299994
-23.09197861399997,-46.44834253299996
-23.09211331299997,-46.44836213699995
-23.09227660099998,-46.44836589899995
-23.09238078299995,-46.44833641899999
-23.09249945999994,-46.44826418099996
-23.09266285399997,-46.44823467599997
-23.09277917799994,-46.44823022299994
-23.09284795199994,-46.44825977299996
-23.09297321699995,-46.44834346999995
-23.09312165599994,-46.44841602999998
-23.09319685399993,-46.44849591299993
-23.09323630999994,-46.44859087999998
-23.09325205099998,-46.44867018099995
-23.09323713399993,-46.44877740899994
-23.09319353599994,-46.44891045099997
-23.09316386499995,-46.44900760399997
-23.09314868899997,-46.44916376399993
-23.09312595999995,-46.44932462899993
-23.09307000899997,-46.44948012899994
-23.09298568199995,-46.44954859599995
-23.09291641499993,-46.44958125299996
-23.09285686399994,-46.44957827799993
-23.09281660699997,-46.44954712299995
-23.09277896199995,-46.44948707899994
-23.09273300199994,-46.44942995699996
-23.09266949899995,-46.44941123999996
-23.09259867999998,-46.44941314899995
-23.09252992899997,-46.44944577999996
-23.09246804899993,-46.44955025999997
-23.09240783899998,-46.44971142899993
-23.09238035699997,-46.44985743899997
-23.09237666299998,-46.44997326099998
-23.09241588299994,-46.45008691999993
-23.09250008999993,-46.45017511999999
-23.09259636599995,-46.45029007899997
-23.09271081599996,-46.45038318999997
-23.09278104699996,-46.45050704699997
-23.09286035799994,-46.45061025399997
-23.09292578999998,-46.45073149399997
-23.09298863199996,-46.45083714099997
-23.09304446299996,-46.45092262199994
-23.09312424599995,-46.45099286799995
-23.09321833399997,-46.45102693699993
-23.09330959399995,-46.45103070199997
-23.09341622399995,-46.45099941699993
-23.09361068599998,-46.45095956199999
-23.09371762299997,-46.45088356799995
-23.09380602099998,-46.45079437299994
-23.09385416099998,-46.45068424699997
-23.09386230299998,-46.45063070999997
-23.09388646699996,-46.45061603399995
-23.09395531199993,-46.45062707199998
-23.09402864899994,-46.45066135599996
-23.09411358499995,-46.45073233699998
-23.09418518399997,-46.45077620899997
-23.09420845199998,-46.45087616199999
-23.09420753299997,-46.45102192099995
-23.09417068499995,-46.45119298499998
-23.09410986099994,-46.45135413099996
-23.09408002499998,-46.45151039199992
-23.09406667999997,-46.45164134899994
-23.09408921799997,-46.45174697299997
-23.09413321299996,-46.45180902999995
-23.09418476299993,-46.45184064399995
-23.09426504099997,-46.45185208899994
-23.09437618799996,-46.45182779999993
-23.09450674799996,-46.45175284699997
-23.09468019799993,-46.45170002099997
-23.09478012399995,-46.45162484099995
-23.09493244699996,-46.45156980299998
-23.09506319499997,-46.45154024899995
-23.09517481399996,-46.45154134299997
-23.09527666799994,-46.45158335899998
-23.09537103999997,-46.45166100799997
-23.09543661099997,-46.45176909999998
-23.09547589999994,-46.45189625899997
-23.09548917999996,-46.45199855199996
-23.09546927299994,-46.45207770099995
-23.09544009599995,-46.45217190699997
-23.09537527299995,-46.45228622999997
-23.09528661599995,-46.45238287699993
-23.09521231099995,-46.45246688299994
-23.09515463999998,-46.45257922299994
-23.09511576899996,-46.45268675499995
-23.09510049599993,-46.45278947999997
-23.09512086799998,-46.45290024399998
-23.09517196899998,-46.45311172399994
-23.09529320399997,-46.45329474499994
-23.09538154699993,-46.45359300699994
-23.09550958699998,-46.45372938299993
-23.09555339199994,-46.45388864799998
-23.09558507899993,-46.45405795899994
-23.09559533099997,-46.45424006299999
-23.09560784099995,-46.45438124399993
-23.09562785799994,-46.45452283499998
-23.09567631999994,-46.45465157999996
-23.09572958299998,-46.45476460799995
-23.09575463599998,-46.45484655399997
-23.09574910399994,-46.45491529999999
-23.09570347899995,-46.45495306799995
-23.09563919899995,-46.45495232799993
-23.09557047199996,-46.45492577299996
-23.09549024299996,-46.45489957599995
-23.09543125799996,-46.45488853599994
-23.09535792099996,-46.45490572699998
-23.09528669999997,-46.45494873299999
-23.09523653599996,-46.45500715399999
-23.09518632499993,-46.45508874199993
-23.09514764099998,-46.45519118899995
-23.09513250699996,-46.45535757299996
-23.09511671199994,-46.45544429299997
-23.09509414199994,-46.45555894399996
-23.09503383399993,-46.45569707299995
-23.09500420599994,-46.45587131699995
-23.09499546799998,-46.45604322199995
-23.09501049499994,-46.45616397999999
-23.09503773399996,-46.45627217599998
-23.09508650199996,-46.45636518799995
-23.09515672999993,-46.45643798199995
-23.09524366199997,-46.45652639299993
-23.09536602899993,-46.45661737299997
-23.09548366599995,-46.45668747099995
-23.09556593999997,-46.45675644399996
-23.09561533199997,-46.45682590499996
-23.09563843399997,-46.45691303899997
-23.09563520499995,-46.45699470499994
-23.09560364899994,-46.45705047799999
-23.09554153099998,-46.45708809199995
-23.09546306199996,-46.45713572399995
-23.09537259399997,-46.45717875599996
-23.09531539499994,-46.45728338599997
-23.09527649699993,-46.45738048999993
-23.09524715099997,-46.45749333899993
-23.09524610799997,-46.45762180399998
-23.09528049999994,-46.45769164699993
-23.09533910499994,-46.45773906099997
-23.09545471999996,-46.45777218099993
-23.09564568799993,-46.45778668499997
-23.09580666799997,-46.45778559799992
-23.09593927299994,-46.45778502199994
-23.09612171099997,-46.45779359599993
-23.09620208199993,-46.45784029499998
-23.09625854799998,-46.45790471999993
-23.09628640099993,-46.45800968299994
-23.09627830099993,-46.45818372399998
-23.09624824399998,-46.45832719499998
-23.09624456499995,-46.45843412499994
-23.09626634499995,-46.45855267499996
-23.09632214599998,-46.45866860399997
-23.09637319499996,-46.45875337499995
-23.09639370599996,-46.45888143299993
-23.09638303899993,-46.45901968899994
-23.09636514699997,-46.45911730399996
-23.09638320999994,-46.45918172999995
-23.09641819299998,-46.45925976599996
-23.09652171199997,-46.45930725799997
-23.09664200699996,-46.45935253899995
-23.09680270199993,-46.45938196399994
-23.09697953899996,-46.45938321699998
-23.09709557999997,-46.45938161899995
-23.09718319899997,-46.45934652599993
-23.09725938699995,-46.45929321899995
-23.09730486999996,-46.45920143099993
-23.09734833299996,-46.45907116199993
-23.09738982199997,-46.45900475499997
-23.09741410799995,-46.45898204399998
-23.09745457899993,-46.45899038999994
-23.09751375199994,-46.45909879299996
-23.09757903499997,-46.45921200099997
-23.09762062499993,-46.45935117999995
-23.09769042299996,-46.45943719699994
-23.09775491499994,-46.45949704799995
-23.09783725899996,-46.45951587299994
-23.09791520599998,-46.45951717799994
-23.09803604699994,-46.45952084699996
-23.09814258299997,-46.45953954499998
-23.09820869499998,-46.45958873699994
-23.09826278499997,-46.45966590499994
-23.09828574199997,-46.45975496999995
-23.09828743699995,-46.45991619399997
-23.09825514399995,-46.46007490099998
-23.09823470899994,-46.46029785499996
-23.09823031599996,-46.46051798399998
-23.09820225399994,-46.46065588299995
-23.09815356299998,-46.46077318099998
-23.09809332099997,-46.46088541699999
-23.09804486799993,-46.46100068299995
-23.09803431699993,-46.46110967899995
-23.09803791899998,-46.46119702099998
-23.09805136999995,-46.46130722599997
-23.09805034899995,-46.46139392699996
-23.09801641499996,-46.46147564399997
-23.09798007899997,-46.46156717499998
-23.09791292199998,-46.46166148099995
-23.09785759899995,-46.46175342099997
-23.09782829899996,-46.46183801399997
-23.09783222099998,-46.46195903199998
-23.09788319599994,-46.46209356199995
-23.09799096599994,-46.46219482299995
-23.09811076199998,-46.46229593199996
-23.09821648999997,-46.46237068499994
-23.09825843399994,-46.46245545699998
